700 475
162 183 204
161 183 206
161 183 206
156 180 204
150 180 204
148 180 205
141 179 202
149 179 205
148 178 204
142 177 205
141 176 204
145 176 205
141 175 202
143 177 204
147 177 203
143 179 203
153 179 204
148 180 203
153 181 203
154 181 202
152 182 206
146 178 203
152 178 201
149 179 205
145 179 204
145 179 204
150 180 204
151 179 203
153 177 203
152 180 202
150 181 202
147 182 201
150 181 202
152 180 204
148 179 200
154 180 203
154 185 206
135 142 134
146 136 38
158 144 71
143 133 46
147 130 48
140 126 38
128 127 37
140 127 49
126 118 35
136 128 45
145 132 36
158 143 52
146 134 36
127 120 14
167 146 55
162 141 50
149 135 47
150 134 56
134 124 27
145 126 47
145 137 38
138 128 30
162 139 63
129 122 34
130 121 26
141 126 25
137 129 46
138 127 47
146 137 36
142 127 36
130 121 18
143 138 38
141 131 46
122 117 15
119 115 28
150 140 51
147 131 44
121 114 23
139 128 38
139 125 36
143 127 39
140 131 38
160 146 58
137 130 26
143 140 43
154 146 63
116 105 13
131 124 34
150 140 51
130 127 22
122 113 18
123 119 22
119 118 12
122 119 24
124 120 33
109 109 21
113 110 17
114 116 9
113 116 11
111 114 11
111 112 19
107 110 21
101 105 11
109 108 18
121 123 22
111 113 6
110 109 3
125 120 20
108 107 17
122 115 27
137 125 25
122 121 13
133 130 35
148 133 68
126 121 63
128 123 41
105 101 37
114 110 37
125 117 36
144 128 43
17 96 162
0 99 158
18 99 164
26 100 163
26 101 168
41 98 165
46 108 169
44 109 167
62 113 170
73 120 176
74 125 178
82 125 180
83 130 182
92 136 185
93 137 182
92 136 181
95 135 184
99 137 182
102 138 188
110 142 189
104 141 186
86 130 179
74 123 179
57 118 173
48 112 173
44 110 171
41 109 172
44 110 171
40 109 168
49 109 169
50 110 170
61 112 177
56 115 173
55 113 176
53 115 176
53 113 173
46 110 171
33 109 171
23 104 169
29 104 171
35 103 166
32 107 174
30 105 170
11 104 173
34 105 167
30 105 170
33 104 168
40 104 166
36 105 170
38 105 173
28 103 168
31 107 169
14 103 169
26 105 172
23 104 170
14 103 169
17 101 171
13 102 168
7 104 172
16 103 170
11 105 169
11 102 172
21 101 174
17 104 175
21 106 173
14 106 169
11 104 171
25 106 172
30 110 173
46 111 175
52 112 175
56 117 180
54 118 179
53 117 178
65 119 179
86 131 186
105 142 194
116 154 193
131 160 200
135 159 203
128 157 199
125 157 198
122 155 196
118 153 195
106 150 195
104 147 190
97 139 189
78 129 186
66 125 183
60 120 180
49 117 178
36 114 178
41 111 180
32 111 177
8 111 177
28 109 172
25 108 174
14 109 177
10 112 178
24 111 178
23 113 173
26 109 177
22 109 176
26 109 179
26 111 176
28 111 179
21 110 178
23 112 178
30 109 178
38 112 177
28 111 179
11 109 180
22 111 181
30 110 181
42 111 180
31 114 180
24 111 178
19 114 182
18 113 179
28 112 182
28 113 180
41 115 180
48 117 182
36 113 181
26 114 178
34 114 185
31 114 182
36 113 183
39 114 181
37 114 182
34 114 183
43 117 182
39 116 184
39 120 186
48 118 187
55 121 182
57 123 184
62 126 187
72 127 191
73 132 192
76 131 188
86 137 194
109 151 199
145 173 210
150 174 210
153 177 211
160 186 213
178 194 219
190 206 222
194 207 226
198 209 227
201 212 230
204 212 231
202 214 230
196 209 228
197 208 228
196 206 231
191 202 222
179 193 219
175 192 220
171 193 217
174 191 217
180 196 222
177 195 219
172 192 217
171 191 218
170 189 219
172 192 217
177 194 220
180 194 220
182 196 223
182 197 218
179 194 223
178 192 218
174 191 219
172 192 217
180 197 217
187 203 226
191 204 223
190 205 228
200 212 228
201 214 230
196 209 225
182 200 224
171 191 218
155 179 213
137 171 208
130 163 204
131 165 203
111 156 198
86 143 198
76 138 197
67 135 196
63 131 194
58 132 195
58 132 193
58 132 195
56 132 192
60 131 193
54 132 196
60 131 193
60 135 193
66 131 197
70 134 195
78 136 200
82 141 199
82 141 201
82 141 197
86 142 201
94 147 201
97 147 200
97 147 200
96 147 202
90 145 201
99 146 198
109 153 200
126 161 203
139 173 210
139 171 210
130 165 207
130 168 207
127 162 204
114 154 205
98 150 200
89 145 202
85 144 202
75 141 199
64 139 194
73 142 199
71 140 199
64 140 198
73 137 199
77 139 200
68 139 201
70 142 200
73 139 197
77 142 200
72 140 201
73 144 200
74 143 202
71 142 198
82 141 199
81 141 203
77 143 201
95 152 205
103 153 204
99 152 202
100 154 200
102 154 204
100 153 203
85 148 199
84 150 202
83 150 203
83 148 204
76 145 202
80 145 203
81 146 202
84 146 203
86 148 207
89 148 204
83 145 202
88 149 204
93 148 205
93 148 204
89 149 203
93 151 201
131 169 208
184 203 220
203 211 222
215 218 223
221 222 224
223 220 227
222 221 226
218 221 228
214 217 222
212 215 222
205 209 220
202 208 220
205 212 222
206 215 224
205 209 221
198 206 217
187 200 217
178 195 215
179 191 213
169 191 214
154 181 210
159 185 212
179 197 217
188 199 217
195 202 220
195 205 217
197 207 216
198 208 218
184 197 216
175 191 216
175 193 215
176 192 215
165 189 213
156 182 209
155 181 214
155 180 211
147 180 213
143 176 211
135 173 210
128 165 207
127 165 212
133 171 208
146 179 212
137 176 207
144 177 210
163 184 213
179 194 215
189 198 213
196 206 215
202 209 217
202 206 215
198 205 215
196 204 217
192 202 212
192 200 211
198 202 214
197 206 215
199 206 216
199 206 212
194 200 212
178 194 210
160 186 211
148 177 209
133 173 208
130 175 206
136 177 209
135 173 209
124 170 206
122 170 206
124 168 205
124 169 208
125 171 207
124 172 208
125 171 207
126 170 207
124 172 208
129 172 207
133 173 209
133 173 208
134 173 206
141 176 206
149 179 207
157 183 208
158 182 208
164 185 204
164 184 208
156 182 205
152 180 204
149 179 207
142 177 205
146 177 205
156 182 207
156 182 205
157 181 205
160 182 206
155 182 209
150 180 206
145 179 204
151 179 203
145 179 204
149 176 203
143 177 204
142 176 204
145 175 203
141 177 203
138 178 204
145 179 204
146 177 206
150 180 206
144 178 203
151 178 205
153 182 200
155 181 204
146 178 203
148 178 204
149 179 203
151 179 201
148 178 204
145 179 204
144 178 203
149 179 203
150 182 205
152 180 204
150 180 206
153 181 205
150 180 204
148 180 203
154 180 207
158 182 208
134 146 134
127 116 1
152 133 64
152 139 61
137 130 52
130 120 31
127 126 20
127 123 34
132 121 31
145 137 56
149 141 60
159 141 55
131 116 23
152 139 47
168 144 54
177 156 75
152 134 52
154 139 54
146 137 60
141 129 45
141 138 35
137 128 27
150 129 50
121 110 31
134 123 31
142 126 31
124 117 27
151 134 56
133 124 33
144 128 40
130 124 28
138 132 46
152 142 57
144 137 49
132 123 44
166 144 68
155 136 57
144 139 48
136 125 36
133 127 31
146 133 55
140 122 46
151 136 45
134 134 36
126 127 23
127 119 36
118 111 21
130 126 29
139 136 41
140 131 30
126 117 26
113 109 0
117 115 15
130 126 37
121 120 30
106 107 5
112 116 21
122 121 15
117 123 17
105 113 10
109 110 17
112 110 33
106 105 23
100 104 17
116 116 16
114 110 11
122 113 18
130 118 16
110 105 5
119 122 33
122 120 20
132 126 38
143 135 60
129 123 47
116 113 34
124 115 38
131 114 42
135 120 37
123 115 17
137 129 48
14 98 160
9 99 162
19 98 165
28 97 166
32 102 164
41 102 167
37 105 168
45 110 168
58 113 170
70 121 176
70 121 174
83 122 177
88 132 181
94 134 183
98 139 185
95 133 182
97 135 182
99 137 184
101 139 184
107 141 186
103 140 182
88 131 182
76 123 179
64 119 175
42 113 175
36 110 171
41 109 170
39 109 171
40 110 170
45 109 171
55 110 174
61 115 177
62 117 174
58 117 173
56 117 174
52 114 173
48 109 172
36 110 173
26 106 167
26 105 164
33 107 170
27 108 163
26 107 172
25 106 171
31 106 171
25 103 167
24 103 170
31 105 170
34 108 169
37 105 170
31 106 173
37 104 175
23 107 171
20 103 169
24 104 173
19 102 172
16 105 171
3 102 170
16 103 170
26 104 170
10 105 173
13 101 173
11 104 171
16 104 168
23 104 170
21 106 173
16 105 171
10 105 171
28 106 172
43 110 178
55 116 181
51 115 177
52 116 177
56 117 180
61 119 182
77 126 184
98 141 192
116 149 192
126 155 199
131 160 204
130 157 200
124 156 197
120 155 197
116 154 193
109 145 193
106 147 191
99 139 190
80 131 186
65 127 184
63 122 182
52 117 175
41 115 178
42 113 179
30 111 177
30 110 181
35 109 174
26 109 179
20 109 175
18 109 179
23 110 177
23 110 177
37 112 179
38 112 175
25 109 181
33 110 178
27 110 178
22 111 179
28 111 179
31 112 178
23 112 180
17 109 176
21 113 178
31 110 177
35 113 179
35 113 177
17 112 178
23 112 178
19 111 178
35 114 181
28 111 179
29 112 180
26 113 180
37 111 182
32 112 181
19 116 184
28 115 182
37 114 184
29 114 181
31 116 181
32 117 182
38 115 183
33 116 182
39 117 183
47 122 187
47 121 184
60 121 188
56 121 189
60 121 186
59 125 186
50 124 187
62 126 190
69 128 188
104 148 197
140 169 211
152 177 208
158 181 215
164 185 212
181 195 221
189 205 221
192 207 228
197 208 226
203 211 230
204 213 228
203 215 231
197 209 223
191 206 227
192 205 221
190 207 227
185 200 221
180 196 222
173 190 220
171 188 218
171 191 218
171 191 218
173 190 218
171 186 217
167 187 214
168 192 218
173 193 218
177 193 218
181 195 221
180 198 222
177 195 219
173 193 218
175 192 218
171 191 216
174 191 217
183 199 224
188 203 222
190 202 224
194 207 224
200 212 228
198 211 227
187 203 226
175 191 217
155 179 213
138 172 210
129 164 206
129 164 206
115 158 203
91 142 199
78 139 196
70 136 196
69 133 195
60 131 193
60 129 196
61 131 191
61 130 195
62 133 195
63 131 194
62 132 194
63 133 193
60 134 195
71 136 194
66 138 196
82 141 197
88 140 198
91 143 200
96 147 202
97 153 200
103 150 202
99 151 201
98 148 199
95 150 204
100 152 202
109 155 205
124 160 208
141 173 211
139 171 210
130 165 205
135 169 207
133 168 208
116 159 204
105 151 201
97 150 202
86 145 203
75 141 201
74 138 199
71 140 199
72 141 200
71 140 199
71 141 201
71 139 200
71 142 198
71 141 200
75 139 203
77 144 199
75 141 201
74 140 200
75 141 199
72 142 201
77 141 202
76 142 200
83 145 202
95 153 203
98 154 205
95 153 203
97 150 204
105 156 201
99 152 206
91 151 205
86 147 201
81 148 203
83 145 204
82 147 203
81 146 202
80 146 204
82 148 206
82 147 201
81 147 205
86 149 202
88 149 206
91 146 200
93 150 205
88 149 203
95 151 200
132 167 209
178 195 213
204 210 224
215 218 223
217 221 224
220 219 225
220 221 226
219 222 227
215 218 223
214 215 220
206 213 223
206 210 221
206 210 221
207 214 224
202 208 222
197 204 220
189 200 218
177 195 217
178 195 213
169 190 217
156 181 211
163 186 217
181 198 218
185 201 217
192 204 216
195 205 217
197 207 216
193 207 220
181 197 213
172 190 212
171 188 214
171 189 213
167 189 212
157 185 209
157 184 211
152 181 211
149 179 213
139 173 210
135 173 212
128 166 211
123 164 208
131 168 210
138 174 210
134 172 209
141 177 209
158 183 213
176 193 213
185 198 215
195 205 214
203 207 216
201 208 216
196 204 215
198 205 215
193 203 215
190 203 212
194 200 212
198 205 215
201 205 216
200 205 211
192 200 211
179 195 211
158 184 209
148 177 207
135 173 209
133 174 206
141 175 212
132 175 209
125 169 208
124 170 206
125 169 206
121 169 205
128 170 208
126 170 207
125 169 206
126 172 208
123 171 207
125 171 205
126 175 208
131 174 208
133 174 206
137 176 207
149 179 207
159 183 207
158 182 208
164 184 208
167 185 207
155 183 205
152 179 206
146 175 205
140 175 203
146 177 205
153 180 207
155 183 207
156 180 204
160 182 206
154 182 206
148 178 206
149 179 205
146 178 203
146 180 205
149 176 205
142 178 204
141 176 204
141 174 205
139 176 203
143 179 205
143 178 206
148 178 204
146 181 203
147 179 202
154 182 204
158 185 204
159 184 206
147 179 202
147 179 204
149 179 207
150 177 204
148 179 207
146 180 205
145 180 202
148 178 202
148 180 203
151 179 203
149 179 203
152 180 204
150 180 204
149 179 203
148 183 205
157 179 202
145 145 121
132 120 0
143 129 58
145 128 56
124 119 37
126 120 34
138 132 34
130 127 32
135 124 35
134 122 36
139 133 49
143 138 46
136 123 27
142 132 35
146 133 41
155 139 62
153 133 46
145 136 45
142 131 49
147 131 43
138 133 33
124 121 28
114 103 0
144 129 46
140 131 40
130 128 41
147 125 40
154 139 48
109 106 9
132 127 27
127 126 34
141 138 61
154 144 47
150 142 57
125 112 57
154 136 70
155 140 59
161 151 62
153 135 51
144 124 51
158 143 62
133 121 39
128 120 13
146 143 48
135 129 19
126 118 37
150 136 63
126 114 14
133 125 26
133 123 25
129 128 20
121 117 18
111 113 4
114 115 21
105 112 19
108 113 11
118 119 15
127 124 19
114 116 17
87 101 3
102 110 25
102 106 29
98 101 22
104 103 11
101 109 8
125 121 30
113 112 19
131 124 20
116 114 14
114 115 22
109 116 4
130 131 29
144 138 52
137 134 41
129 120 25
123 107 29
131 115 37
124 119 37
126 119 15
137 125 39
7 99 162
8 96 160
15 99 163
31 99 162
39 104 162
38 104 165
43 105 162
49 109 169
52 111 169
71 116 173
77 123 175
81 131 180
89 133 182
92 132 181
100 136 184
95 138 183
96 134 181
95 136 180
98 139 183
102 138 186
104 140 188
90 134 183
78 123 180
69 120 173
48 112 174
37 109 168
39 107 170
43 108 172
43 111 172
46 108 167
54 110 169
60 119 177
61 118 173
60 115 172
54 115 172
50 115 171
42 113 169
39 109 171
30 104 167
31 102 166
32 106 169
41 107 168
32 108 170
27 105 167
30 104 167
31 101 170
24 105 171
23 104 170
29 105 167
34 108 171
27 106 172
24 104 173
24 105 168
16 104 168
14 106 173
11 103 170
9 104 172
22 103 169
21 105 167
14 103 171
4 103 171
23 103 172
25 102 170
17 105 169
13 105 168
17 106 172
21 104 170
25 102 170
26 107 173
36 112 174
52 113 178
58 120 179
58 120 179
53 117 179
57 119 180
72 124 184
95 137 185
112 146 192
121 154 197
130 159 203
132 159 202
126 155 199
119 156 198
117 151 196
111 148 192
110 146 194
101 143 193
85 135 188
74 126 186
62 121 179
47 115 176
41 115 180
33 111 173
33 110 180
35 110 177
30 108 180
25 109 179
29 110 175
32 109 177
32 110 176
25 109 181
23 112 178
32 111 177
27 107 178
29 109 178
19 111 176
19 113 177
30 108 182
24 112 176
27 110 180
19 111 176
28 113 180
32 111 178
27 112 176
32 112 181
26 110 182
14 113 181
27 112 179
28 113 180
26 111 178
34 111 183
21 113 178
26 115 181
31 114 180
25 114 184
21 114 181
35 114 181
35 116 179
34 114 183
36 113 183
45 113 184
34 117 185
35 119 181
44 122 184
53 123 185
47 121 186
45 123 185
54 122 185
55 123 184
53 122 191
64 123 189
69 129 191
102 146 195
135 164 204
158 178 211
160 183 214
170 185 214
180 198 220
189 200 222
191 206 225
197 208 228
201 210 227
204 213 230
202 214 230
197 210 226
190 205 224
189 205 221
188 203 222
183 200 220
180 196 222
171 188 218
171 188 216
169 189 216
167 187 212
171 188 218
172 188 214
169 189 216
168 192 218
173 193 218
176 194 218
179 195 220
177 197 221
172 192 217
169 191 215
173 193 218
173 193 218
170 189 219
180 196 221
185 202 220
193 206 225
189 204 223
201 212 230
199 212 228
191 206 225
177 193 218
157 180 212
137 169 208
130 163 208
127 162 204
116 159 204
95 144 200
84 140 197
76 137 194
67 132 196
60 130 192
62 131 196
69 133 194
61 130 197
59 133 196
67 131 192
63 132 197
60 131 197
64 133 198
73 131 194
70 136 197
82 141 199
95 146 203
99 148 206
101 151 202
109 153 202
103 153 202
103 151 200
103 154 201
106 154 203
109 152 203
107 154 206
121 159 204
138 170 211
140 172 210
133 167 205
139 171 209
132 167 209
115 157 207
110 152 202
103 150 204
84 146 203
82 143 200
78 140 197
75 139 201
75 139 201
74 140 198
70 142 200
68 138 198
71 141 200
76 141 199
75 141 202
72 141 200
73 142 201
78 140 199
77 141 202
74 140 200
74 143 202
80 142 201
88 148 200
98 151 205
94 152 202
94 149 205
93 148 205
106 157 204
107 153 203
97 150 204
86 147 202
84 149 205
84 146 203
85 147 204
85 146 201
85 146 203
86 147 202
85 146 203
82 149 202
86 147 204
92 148 205
88 147 205
84 149 203
92 153 208
98 149 202
139 172 213
178 199 220
203 212 221
219 219 227
219 220 224
218 221 228
216 219 226
216 219 226
218 219 221
214 217 222
209 213 222
202 210 221
207 211 220
206 213 223
198 208 218
196 202 218
186 198 220
178 194 219
175 195 219
168 188 215
156 181 211
166 187 214
181 198 218
187 200 216
193 202 217
198 204 218
197 203 217
195 205 217
179 196 214
168 190 211
168 188 213
171 188 214
166 191 213
167 188 217
154 186 211
153 182 212
147 180 211
139 175 209
130 172 210
123 167 212
114 163 204
125 168 210
128 170 208
133 172 211
136 177 209
146 180 208
172 190 212
181 197 212
191 200 215
199 206 212
199 208 217
195 205 215
197 204 214
194 202 215
190 203 212
192 200 211
198 202 213
197 206 215
201 204 213
189 202 211
181 194 211
162 186 210
145 179 207
135 173 209
134 173 206
139 175 211
129 173 208
121 169 209
124 170 206
126 172 208
122 170 206
128 170 208
126 170 207
125 169 206
121 171 206
122 170 206
126 172 206
130 173 208
132 175 209
132 175 207
136 175 204
149 178 208
160 185 205
157 183 208
162 184 207
164 185 206
158 182 206
152 182 208
143 177 205
143 178 206
146 177 205
156 183 210
150 180 204
155 183 205
158 182 206
155 181 206
148 180 205
146 175 205
148 180 205
147 178 206
147 179 204
141 177 203
142 177 205
139 176 205
140 175 205
141 178 205
146 177 205
148 179 200
145 179 204
148 178 202
154 182 204
159 184 204
163 184 205
154 182 204
145 176 204
148 179 208
150 177 204
143 179 205
149 181 206
149 181 204
149 179 205
149 181 202
150 180 206
150 181 202
150 180 206
151 181 205
152 178 203
150 184 211
154 177 191
148 145 110
133 122 0
138 127 61
134 125 48
129 120 45
128 118 33
139 130 39
140 134 40
144 124 29
141 126 41
122 115 9
142 134 36
156 141 40
141 127 2
147 134 42
145 133 49
150 137 45
140 131 38
132 131 38
142 134 35
128 122 24
135 125 36
132 117 34
155 141 52
137 130 42
120 120 30
174 143 63
147 134 40
118 111 4
123 120 23
131 123 22
156 141 60
149 134 39
134 128 52
105 96 37
156 139 69
153 135 51
141 133 50
165 143 68
174 139 73
149 134 53
130 120 23
148 131 53
157 144 48
146 136 25
136 122 25
145 130 61
135 125 40
118 118 20
117 115 28
126 121 29
130 130 32
119 115 15
110 111 9
110 113 24
115 118 29
120 115 23
117 117 21
109 111 2
97 103 0
103 113 17
93 103 16
104 105 12
108 111 8
103 107 12
119 125 25
108 103 1
125 122 29
117 113 26
117 116 23
113 116 13
114 117 0
118 121 30
140 129 39
141 131 46
121 105 27
135 125 54
127 116 34
148 137 55
139 127 41
12 97 161
11 98 167
21 96 163
31 100 167
24 102 164
34 102 165
47 102 167
50 110 164
60 110 171
76 118 176
80 128 177
78 130 178
74 130 179
83 131 180
97 138 184
100 139 182
98 136 183
95 136 182
94 136 184
101 137 187
103 139 191
93 135 183
76 121 178
68 117 175
57 111 171
41 111 170
40 108 171
42 110 171
48 110 171
46 113 168
53 114 169
62 121 177
69 122 176
61 115 177
54 112 175
49 116 171
42 111 168
32 108 170
26 104 170
27 105 169
24 104 167
30 105 173
37 103 164
25 107 167
25 106 169
24 108 172
33 104 168
26 104 170
29 104 169
35 104 171
23 109 170
24 105 171
21 105 169
11 105 169
22 102 171
21 104 172
20 103 171
21 105 167
7 102 166
5 104 169
30 103 171
23 107 171
22 101 170
17 105 169
11 103 168
3 106 172
18 105 172
26 106 169
24 107 175
33 111 173
46 114 175
59 119 179
60 122 179
58 120 179
56 122 182
70 125 182
92 138 188
108 144 192
115 152 196
